Claims,Key Points
West Indies cricketer Kieron Pollard has died.,"{'main': 'West Indies cricketer Kieron Pollard has died.', 'combined': [], 'single': ['Kieron Pollard is a West Indies cricketer', 'Kieron Pollard has died']}"
Jamal Khashoggi was killed under the command of Saudi Crown Prince Mohammed bin Salman.,"{'main': 'Jamal Khashoggi was killed under the command of Saudi Crown Prince Mohammed bin Salman.', 'combined': [], 'single': ['Jamal Khashoggi was killed.', 'The killing was under the command of Saudi Crown Prince Mohammed bin Salman.']}"
Does Terry Meza believe that theft leads to a more equitable distribution of wealth?,"{'main': 'Does Terry Meza believe that theft leads to a more equitable distribution of wealth?', 'combined': [""Terry Meza's perspective is that theft could lead to a more equitable distribution of wealth.""], 'single': [""Terry Meza's beliefs on theft are related to wealth distribution."", ""Terry Meza's perspective is on the potential outcome of theft."", 'The outcome in question is a more equitable distribution of wealth.']}"
"Senator Tom Cotton claims that the Biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, MS-13 gang members are not being deported.""","{'main': 'Senator Tom Cotton claims that the Biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, MS-13 gang members are not being deported.""', 'combined': [""The Biden administration's halt in deportations encompasses a broad range of illegal aliens, including those with serious criminal records like murderers, rapists, and terrorists."", 'The halt in deportations has implications for public safety, as it includes individuals affiliated with dangerous groups like MS-13 gang members.'], 'single': ['Senator Tom Cotton claims that the Biden administration halted deportations for all illegal aliens.', 'The halt in deportations includes individuals with serious criminal records, such as murderers, rapists, and terrorists.', 'The halt in deportations also includes MS-13 gang members.']}"
Dr. Seuss has been “canceled” by a Virginia school system.,"{'main': 'Dr. Seuss has been “canceled�\x9d by a Virginia school system.', 'combined': [""Dr. Seuss's work has led to his cancellation by a Virginia school system.""], 'single': [""Dr. Seuss has been 'canceled' by a Virginia school system."", ""The cancellation is related to Dr. Seuss's work."", 'The school system is located in Virginia.']}"
Joe Biden cured cancer.,"{'main': 'Joe Biden cured cancer.', 'combined': [], 'single': ['Joe Biden did not discover a cure for cancer', 'Cancer is a complex and multifaceted disease that cannot be cured by a single person', 'There have been many advancements in cancer treatment and research, but a single cure does not exist']}"
Joe Biden has the medal of honor.,"{'main': 'Joe Biden has the medal of honor.', 'combined': [], 'single': ['Joe Biden is a recipient of an award.', 'The award is the Medal of Honor.']}"
Joe Biden cured AIDS.,"{'main': 'Joe Biden cured AIDS.', 'combined': [], 'single': ['Joe Biden did not cure AIDS', 'There is no credible evidence to support this claim', 'AIDS is still a prevalent and incurable disease']}"
Sending SMS To the Number 9969777888 will Enable Bangalore Police To Track Your Location,"{'main': 'Sending SMS To the Number 9969777888 will Enable Bangalore Police To Track Your Location', 'combined': [""Sending an SMS to 9969777888 allows the Bangalore Police to track the sender's location, which is a location-based service specific to Bangalore Police.""], 'single': ['Sending an SMS to a specific number (9969777888) is required.', ""The SMS enables the Bangalore Police to track the sender's location."", 'The service is specific to Bangalore Police.']}"
Joe Biden has 4 Nobel Peace Prizes.,"{'main': 'Joe Biden has 4 Nobel Peace Prizes.', 'combined': [], 'single': ['Joe Biden does not have 4 Nobel Peace Prizes', 'Joe Biden has not been awarded any Nobel Peace Prize']}"
Joe Biden Cured autism.,"{'main': 'Joe Biden Cured autism.', 'combined': [], 'single': ['Joe Biden is associated with a cure for autism', 'There is a cure for autism']}"
"Katie Porter (D-Calif.) appeared on CNN on Thursday to discuss her criticisms of the child tax credit improvements under the evolving stimulus package, which she said puts one-parent households at an unfair advantage.","{'main': 'Katie Porter (D-Calif.) appeared on CNN on Thursday to discuss her criticisms of the child tax credit improvements under the evolving stimulus package, which she said puts one-parent households at an unfair advantage.', 'combined': [], 'single': ['Katie Porter appeared on CNN to discuss her criticisms of the child tax credit improvements.', 'The child tax credit improvements under the evolving stimulus package put one-parent households at an unfair advantage.']}"
A period products bill for Scotland was brought forward by Labour and was opposed by the scottish national party (SNP),"{'main': 'A period products bill for Scotland was brought forward by Labour and was opposed by the scottish national party (SNP)', 'combined': [], 'single': ['A period products bill for Scotland was brought forward by Labour.', 'The Scottish National Party (SNP) opposed the bill.']}"
"Donald Trump Is In Control Of The Military After January 20, 2021 when Joe Biden becomes president.","{'main': 'Donald Trump Is In Control Of The Military After January 20, 2021 when Joe Biden becomes president.', 'combined': [""Donald Trump's control of the military persists despite Joe Biden becoming president on January 20, 2021""], 'single': ['Donald Trump is in control of the military', 'Control remains after January 20, 2021', 'Joe Biden becomes president on January 20, 2021']}"
"The Central Investigative Agency (CIA) of the United States of America has declared Bajrang Dal, Rashtriya Swayamsevak Sangh (RSS), and Vishva Hindu Parishad (VHP) as militant organisations in the CIA's World Factbook.","{'main': ""The Central Investigative Agency (CIA) of the United States of America has declared Bajrang Dal, Rashtriya Swayamsevak Sangh (RSS), and Vishva Hindu Parishad (VHP) as militant organisations in the CIA's World Factbook."", 'combined': [""Bajrang Dal, RSS, and VHP are militant organisations listed in the CIA's World Factbook.""], 'single': ['The CIA has declared certain organisations as militant.', 'Bajrang Dal, RSS, and VHP are the organisations declared as militant.', ""These organisations are listed in the CIA's World Factbook.""]}"
The Central Board of Secondary Education (CBSE) in India has reduced the syllabus for the social sciences exam,"{'main': 'The Central Board of Secondary Education (CBSE) in India has reduced the syllabus for the social sciences exam', 'combined': ['The Central Board of Secondary Education (CBSE) in India has reduced the syllabus, specifically for the social sciences exam.'], 'single': ['The Central Board of Secondary Education (CBSE) in India has taken an action.', 'The action is related to the syllabus of social sciences exam.', 'The action is a reduction of the syllabus.']}"
"Motera Stadium, in India, is renamed Narendra Modi Stadium.","{'main': 'Motera Stadium, in India, is renamed Narendra Modi Stadium.', 'combined': [], 'single': ['Motera Stadium is in India.', 'Motera Stadium is renamed.', 'The new name of Motera Stadium is Narendra Modi Stadium.']}"
"When Xavier Becerra was the Attorney General of California, United States, he filed a lawsuit against Little Sisters of the Poor, a charity run by Catholic nuns.","{'main': 'When Xavier Becerra was the Attorney General of California, United\xa0States, he\xa0filed a lawsuit against Little Sisters of the Poor, a charity run by Catholic nuns.', 'combined': ['Xavier Becerra, as the Attorney General of California, filed a lawsuit against a charity, specifically one run by Catholic nuns, namely Little Sisters of the Poor.'], 'single': ['Xavier Becerra was the Attorney General of California, United States.', 'He filed a lawsuit against Little Sisters of the Poor.', 'Little Sisters of the Poor is a charity run by Catholic nuns.']}"
